timestamp_ms,temperature_celsius
1907016,20.49
1908251,20.96
1909486,20.49
1910720,20.49
1911954,20.49
1913190,20.96
1914425,20.49
1915660,20.49
1916893,20.49
1918126,20.96
1919362,20.49
1920598,20.49
1921875,20.96
1923110,20.49
1924344,20.49
1925579,20.96
1926814,20.49
1928051,20.49
1929288,20.96
1930525,20.49
1931762,20.96
1933000,20.49
1934236,20.02
1935471,20.49
1936709,20.96
1937947,20.49
1939183,20.49
1940421,20.49
1941698,20.49
1942935,20.49
1944170,20.49
1945404,20.49
1946635,20.96
1947871,20.96
1949107,20.49
1950343,20.49
1951582,20.02
1952818,20.02
1954055,20.02
1955291,20.02
1956528,20.02
1957762,20.02
1958996,20.49
1976145,20.49
1978424,20.49
1980657,20.49
1982893,20.49
1985127,20.49
1987366,20.49
1989605,20.49
1991843,20.49
1994082,20.49
1996319,20.02
1998554,20.49
2000790,20.02
2003025,20.02
2005261,20.49
2007498,20.02
2009737,20.02
2011975,20.49
2014260,20.49
2016500,20.49
2018737,20.49
2020975,20.49
2023213,20.49
2025453,20.02
2027694,20.49
2029936,20.49
2032179,20.49
2034416,20.02
2036654,20.02
2038894,20.02
2041135,20.49
2043377,20.02
2045617,20.49
2047858,20.02
2050135,20.02
2052374,20.02
2054612,20.49
2056851,20.49
2059092,20.02
2061335,20.02
2063576,20.02
2065817,20.49
2068056,20.02
2070296,20.49
2072534,20.49
2074774,20.49
2077015,20.02
2079258,20.02
2081501,20.49
2083740,20.49
2086021,20.49
2088262,20.02
2090503,20.02
2092744,20.02
2094986,20.02
2097224,20.49
2099466,20.49
2101708,20.02
2103950,20.49
2106193,20.49
2108435,20.49
2110678,20.02
2112918,20.49
2115159,20.49
2117404,20.02
2119650,20.02
2121933,20.02
2124176,20.02
2126419,20.02
2128660,20.49
2130901,20.02
2133140,20.02
2135380,20.02
2137621,20.49
2139865,20.49
2142108,20.02
2144355,20.49
2146595,20.02
2148843,20.02
2151084,20.02
2153328,20.02
2155573,20.02
2157859,20.02
2160104,20.02
2162348,20.02
2164592,20.02
2166834,20.02
2169074,20.02
2171315,20.02
2173559,20.49
2175802,20.02
2178050,20.02
2180293,20.02
2182537,20.49
2184781,20.02
2187024,20.02
2189270,20.02
2191515,20.02
2193801,20.02
2196044,20.02
2198286,20.49
2200530,20.02
2202773,20.02
2205021,20.02
2207266,20.02
2209515,20.49
2211762,20.02
2214007,20.02
2216249,20.49
2218495,20.49
2220740,20.02
2222983,20.02
2225230,20.02
2227480,20.49
2229766,20.02
2232014,20.49
2234261,20.49
2236509,20.49
2238754,20.02
2241001,20.49
2243246,20.02
2245490,20.02
2247736,20.02
2249982,20.02
2252226,20.02
2254470,20.02
2256716,20.02
2258964,20.02
2261209,20.49
2263458,20.49
2265745,20.02
2267988,20.02
2270232,20.02
2272476,20.49
2274722,20.02
2276969,20.49
2279218,20.49
2281463,20.02
2283710,20.02
2285957,20.02
2288202,20.02
2290448,20.02
2292697,20.49
2294946,20.02
2297195,20.02
2299449,20.02
2301739,20.49
2303991,20.02
2306242,20.02
2308490,20.02
2310738,20.02
2312988,20.02
2315238,20.49
2317486,20.02
2319737,20.02
2321984,20.49
2324230,20.02
2326477,20.49
2328725,20.02
2330975,20.02
2333226,20.02
2335475,20.02
2337766,20.02
2340013,20.02
2342260,20.02
2344506,20.02
2346754,20.02
2349006,20.02
2351255,20.02
2353506,20.02
2355758,20.02
2358009,20.49
2360258,20.02
2362509,20.02
2364756,20.02
2367007,20.49
2369258,20.02
2371515,20.49
2373807,20.49
2376056,20.02
2378304,20.02
2380552,20.02
2382802,20.02
2385054,20.49
2387306,20.02
2389558,20.49
2391809,20.49
2394060,20.02
2396311,20.49
2398563,20.02
2400814,20.02
2403065,20.02
2405317,20.02
2407572,20.02
2409864,20.49
2412117,20.49
2414369,20.02
2416620,20.02
2418871,20.02
2421122,20.49
2423376,20.02
2425630,20.49
2427885,20.49
2430134,20.02
2432384,20.49
2434633,20.49
2436886,20.49
2439139,20.02
2441394,20.02
2443649,20.02
2445942,20.02
2448193,20.02
2450442,20.02
2452693,20.02
2454947,20.02
2457202,20.49
2459457,20.02
2461711,20.49
2463966,20.49
2466216,20.02
2468473,20.02
2470728,20.49
2472982,20.49
2475238,20.49
2477493,20.49
2479750,20.02
2482044,20.02
2484296,20.02
2486547,20.02
2488796,20.49
2491048,20.49
2493301,20.02
2495556,20.49
2497813,20.49
2500069,20.02
2502322,20.49
2504575,20.49
2506827,20.49
2509081,20.02
2511334,20.49
2513590,20.02
2515846,20.02
2518139,20.02
2520425,20.02
2522657,20.49
2524891,20.02
2527129,20.02
2529364,20.02
2531602,20.02
2533837,20.02
2536069,20.02
2538301,20.49
2540535,20.02
2542768,20.49
2545005,20.49
2547242,20.02
2549478,20.02
2551716,20.02
2553990,20.02
2556222,20.49
2558458,20.02
2560695,20.02
2562933,20.49
2565170,20.49
2567409,20.49
2569649,20.02
2571884,20.02
2574121,20.02
2576354,20.02
2578591,20.02
2580828,20.02
2583066,20.49
2585302,20.02
2587543,20.02
2589818,20.02
2592053,20.49
2594294,20.02
2596532,20.02
2598775,20.02
2601014,20.02
2603250,20.02
2605493,20.49
2607727,20.02
2609964,20.02
2612198,20.49
2614433,20.02
2616671,20.02
2618909,20.02
2621145,20.02
2623384,20.02
2625661,20.02
2627899,20.02
2630136,20.02
2632373,19.55
2634612,20.02
2636851,20.02
2639088,20.02
2641323,20.02
2643559,20.02
2645794,20.02
2648034,20.49
2650275,20.02
2652512,20.02
2654751,20.02
2656990,20.02
2659229,20.02
2661505,20.49
2663741,20.02
2665977,20.49
2668213,20.02
2670452,20.02
2672692,20.02
2674930,20.49
2677165,20.02
2679401,20.02
2681639,20.02
2683878,20.02
2686118,20.02
2688358,20.49
2690599,20.02
2692839,20.02
2695078,20.49
2697355,20.02
2699594,20.02
2701834,20.02
2704073,20.02
2706314,20.49
2708553,20.02
2710794,20.49
2713034,20.02
2715272,20.49
2717510,20.49
2719751,20.02
2721992,20.49
2724232,20.49
2726475,20.49
2728723,20.49
2730962,20.49
2733243,20.49
2735484,20.49
2737722,20.02
2739960,20.49
2742204,20.49
2744446,20.49
2746685,20.02
2748924,20.02
2751166,20.02
2753408,20.49
2755651,20.49
2757893,20.02
2760138,20.49
2762380,20.49
2764621,20.02
2766863,20.02
2769144,20.02
2771382,20.02
2773622,20.49
2775864,20.49
2778104,20.02
2780347,20.02
2782589,20.02
2784830,20.49
2787071,20.49
2789311,20.49
2791556,20.49
2793798,20.02
2796042,20.49
2798286,20.49
2800525,20.02
2802763,20.02
2805046,20.02
2807290,20.02
2809537,20.49
2811780,20.02
2814023,20.49
2816263,20.49
2818504,20.49
2820744,20.49
2822987,20.49
2825229,20.02
2827476,20.49
2829722,20.02
2831966,20.49
2834209,20.49
2836452,20.49
2838692,20.49
2840974,20.49
2843218,20.49
2845462,20.49
2847705,20.49
2849947,20.02
2852192,20.49
2854438,20.49
2856680,20.02
2858927,20.49
2861172,20.02
2863415,20.49
2865661,20.02
2867908,20.02
2870154,20.02
2872398,20.49
2874645,20.02
2876931,20.02
2879173,20.02
2881415,20.49
2883664,20.49
2885911,20.02
2888156,20.49
2890404,20.02
2892650,20.02
2894893,20.02
2897139,20.02
2899381,20.49
2901625,20.02
2903873,20.49
2906121,20.49
2908366,20.49
2910615,20.02
2912900,20.49
2915150,20.02
2917394,20.02
2919640,20.02
2921886,20.49
2924133,20.02
2926382,20.49
2928630,20.02
2930878,20.02
2933123,20.49
2935368,20.02
2937612,20.02
2939861,20.49
2942111,20.49
2944362,20.49
2946611,20.49
2948901,20.49
2951145,20.02
2953391,20.49
2955637,20.49
2957886,20.02
2960136,20.02
2962381,20.49
2964627,20.49
2966873,20.02
2969121,20.02
2971370,20.02
2973621,20.49
2975871,20.49
2978122,20.02
2980371,20.02
2982620,20.02
2984908,20.49
2987156,20.02
2989401,20.02
2991653,20.02
2993906,20.02
2996156,20.02
2998408,20.49
3000658,20.02
3002910,20.49
3005159,20.02
3007409,20.49
3009659,20.02
3011908,20.49
3014158,20.02
3016407,20.02
3018656,20.49
3020946,20.49
3023192,20.02
3025442,20.02
3027690,20.02
3029940,20.49
3032191,20.49
3034439,20.49
3036687,20.02
3038934,20.02
3041185,20.02
3043434,20.02
3045685,20.02
3047932,20.49
3050184,20.49
3052435,20.02
3054686,20.02
3056974,20.02
3059226,20.02
3061479,20.02
3063732,20.49
3065990,20.49
3068244,20.02
3070499,20.02
3072753,20.49
3075007,20.49
3077259,20.49
3079515,20.02
3081768,20.02
3084021,20.49
3086280,20.02
3088533,20.49
3090785,20.02
3093074,20.02
3095326,20.02
3097578,20.02
3099833,20.02
3102085,20.02
3104340,20.02
3106593,20.49
3108841,20.49
3111092,20.02
3113343,20.02
3115598,20.49
3117850,20.49
3120106,20.49
3122361,20.49
3124617,20.02
3126868,20.49
3129163,20.49
3131413,20.49
3133667,20.02
3135920,20.02
3138176,20.02
3140432,20.02
3142687,20.02
3144939,20.02
3147189,20.02
3149440,20.49
3151696,20.49
3153949,20.49
3156205,20.02
3158461,20.49
3160714,20.49
3162969,20.49
3165262,20.02
3167516,20.49
3169771,20.02
3172026,20.02
3174284,20.49
3176572,20.49
3178805,20.02
3181038,20.02
3183273,20.49
3185510,20.49
3187746,19.55
3189985,20.02
3192222,20.02
3194455,20.02
3196687,20.02
3198922,20.49
3201198,20.02
3203433,20.02
3205667,20.02
3207904,20.02
3210140,20.02
3212376,20.49
3214609,20.49
3216843,20.02
3219079,20.02
3221317,20.02
3223556,20.02
3225793,20.02
3228030,20.49
3230263,20.02
3232500,20.49
3234737,20.49
3237014,20.02
3239251,20.49
3241490,20.02
3243729,20.49
3245969,20.49
3248202,20.49
3250438,20.02
3252674,20.02
3254908,20.49
3257143,20.49
3259381,20.02
3261621,20.02
3263860,20.02
3266094,20.02
3268331,20.02
3270566,20.49
3272844,20.02
3275080,20.02
3277318,20.02
3279557,20.02
3281793,20.02
3284030,20.02
3286264,20.49
3288503,20.49
3290744,20.49
3292981,20.02
3295222,20.02
3297461,20.02
3299696,20.02
3301931,20.02
3304169,20.02
3306404,20.49
3308686,20.02
3310924,20.02
3313164,20.49
3315406,20.02
3317642,20.49
3319879,20.02
3322118,20.02
3324359,20.02
3326598,20.49
3328837,20.02
3331078,20.49
3333323,20.49
3335561,20.02
3337802,20.49
3340039,20.49
3342278,20.49
3344559,20.02
3346797,20.49
3349036,20.49
3351278,20.02
3353516,20.49
3355757,20.02
3358001,20.49
3360243,20.02
3362488,20.02
3364730,20.02
3366972,20.02
3369218,20.02
3371456,20.02
3373695,20.02
3375932,20.02
3378171,20.02
3380452,20.49
3382692,20.02
3384932,20.02
3387175,20.02
3389414,20.02
3391659,20.02
3393898,20.02
3396139,20.02
3398383,20.49
3400624,20.49
3402865,20.02
3405102,20.02
3407343,20.49
3409582,20.02
3411825,20.02
3414067,20.02
3416350,20.49
3418589,20.49
3420833,20.02
3423075,20.02
3425316,20.02
3427555,20.02
3429796,20.49
3432038,20.49
3434279,20.49
3436524,20.02
3438765,20.02
3441006,20.02
3443252,20.02
3445493,20.02
3447736,20.02
3449979,20.49
3452264,20.02
3454508,20.02
3456751,20.49
3458992,20.02
3461235,20.49
3463478,20.49
3465722,20.02
3467966,20.02
3470209,20.49
3472451,20.02
3474696,20.02
3476937,20.02
3479177,20.02
3481416,20.02
3483658,20.02
3485901,20.02
3488182,20.02
3490427,20.02
3492672,20.02
3494917,20.02
3497158,20.02
3499400,20.49
3501644,20.02
3503887,20.49
3506134,20.02
3508380,20.49
3510623,20.49
3512867,20.02
3515111,20.49
3517357,20.02
3519603,20.02
3521848,20.02
3524136,20.02
3526380,20.02
3528621,19.55
3530868,20.49
3533111,20.49
3535354,20.02
3537598,20.49
3539845,20.02
3542089,20.02
3544336,20.02
3546584,20.02
3548830,20.02
3551073,20.02
3553321,20.49
3555570,20.49
3557815,20.02
3560104,20.02
3562352,20.02
3564595,20.02
3566839,20.49
3569084,20.02
3571331,20.02
3573581,20.02
3575829,20.02
3578077,20.02
3580323,20.49
3582571,20.02
3584818,20.02
3587064,20.02
3589313,20.49
3591563,20.02
3593811,20.49
3596100,20.02
3598344,20.02
3600589,20.49
3602834,20.02
3605080,20.02
3607329,20.02
3609577,20.49
3611824,20.02
3614069,20.49
3616317,20.49
3618563,20.49
3620811,20.02
3623061,20.02
3625309,20.49
3627555,20.02
3629801,20.02
3632090,20.02
3634338,20.02
3636586,20.02
3638834,20.02
3641083,20.49
3643328,20.02
3645576,20.49
3647829,20.49
3650080,20.02
3652329,20.02
3654579,20.02
3656828,20.02
3659079,20.02
3661326,20.49
3663572,20.02
3665821,20.49
3668113,20.49
3670365,20.49
3672613,20.49
3674863,20.02
3677111,20.02
3679364,20.02
3681611,20.02
3683862,20.49
3686115,20.02
3688366,20.49
3690620,20.49
3692871,20.49
3695124,20.49
3697373,20.49
3699621,20.02
3701868,20.49
3704160,20.02
3706411,20.02
3708664,20.49
3710914,20.02
3713165,20.49
3715415,20.49
3717665,20.49
3719915,20.02
3722167,20.49
3724421,20.49
3726671,20.49
3728920,20.02
3731169,20.02
3733423,20.49
3735677,20.02
3737929,20.02
3740223,20.49
3742477,20.02
3744729,20.49
3746978,20.02
3749227,20.02
3751478,20.49
3753727,20.02
3755983,20.49
3758239,20.02
3760493,20.49
3762750,20.02
3765003,20.49
3767258,20.49
3769512,20.02
3771765,20.49
3774019,20.49
3776311,20.49
3778562,20.02
3780815,20.02
3783065,19.55
3785314,20.49
3787565,20.49
3789819,20.02
3792072,20.49
3794326,20.02
3796577,20.02
3798827,20.02
3801086,20.49
3803336,20.49
3805591,20.02
3807846,20.02
3810101,20.49
3812394,20.49
3814648,20.02
3816900,20.02
3819153,20.49
3821406,20.49
3823663,20.02
3825920,20.02
3828176,20.02
3830437,20.02
3832693,20.49
3834984,20.02
3837221,20.49
3839454,20.02
3841691,20.49
3843928,20.49
3846163,20.49
3848440,20.49
3850672,20.02
3852906,20.02
3855140,20.49
3857373,20.49
3859611,20.02
3861846,20.02
3864080,20.02
3866317,20.02
3868552,20.02
3870783,20.02
3873018,20.49
3875250,20.02
3877487,20.49
3879723,20.02
3881960,20.49
3884239,20.02
3886475,20.49
3888707,20.49
3890943,20.02
3893176,20.02
3895413,20.49
3897648,20.02
3899884,20.49
3902123,20.49
3904360,20.02
3906593,20.49
3908826,20.49
3911061,20.02
3913299,20.02
3915536,20.02
3917774,20.02
3920051,20.02
3922285,20.02
3924519,20.02
3926756,20.02
3928992,20.49
3931230,20.02
3933468,20.02
3935710,20.49
3937949,20.02
3940185,20.02
3942423,20.02
3944659,20.02
3946900,20.49
3949139,20.02
3951381,20.02
3953622,20.02
3955899,20.02
3958134,20.49
3960370,20.49
3962608,20.49
3964847,20.02
3967088,20.49
3969329,20.02
3971568,20.49
3973807,20.49
3976043,20.02
3978281,20.02
3980519,20.49
3982759,20.02
3985000,20.02
3987239,20.49
3989481,20.49
3991759,20.49
3993997,20.49
3996237,20.49
3998477,20.02
4000718,20.02
4002957,20.02
4005200,20.02
4007442,20.49
4009679,20.49
4011916,20.49
4014155,20.49
4016393,20.49
4018632,20.49
4020873,20.49
4023118,20.02
4025359,20.02
4027637,20.02
4029875,20.49
4032115,20.02
4034355,20.02
4036597,20.02
4038839,20.49
4041078,20.02
4043320,20.49
4045561,20.49
4047800,20.49
4050040,20.49
4052284,20.49
4054525,20.49
4056770,20.02
4059011,20.02
4061251,20.02
4063532,20.49
4065773,20.02
4068012,20.02
4070255,20.49
4072496,20.02
4074738,20.02
4076982,20.02
4079220,20.02
4081458,20.02
4083703,20.49
4085945,20.49
4088187,20.49
4090431,20.49
4092675,20.02
4094922,20.02
4097164,20.02
4099449,20.49
4101689,20.02
4103928,20.49
4106172,20.49
4108416,20.49
4110660,20.49
4112909,20.49
4115151,20.49
4117394,20.49
4119644,20.49
4121890,20.02
4124140,20.49
4126386,20.49
4128629,20.49
4130879,20.49
4133121,20.02
4135406,20.02
4137646,20.49
4139888,20.02
4142131,20.49
4144377,20.02
4146621,20.02
4148866,20.49
4151108,20.49
4153354,20.49
4155597,20.02
4157848,20.02
4160094,20.49
4162340,20.02
4164583,20.49
4166826,20.49
4169069,20.02
4171357,20.49
4173603,20.49
4175849,20.49
4178095,20.02
4180341,20.02
4182586,20.49
4184830,20.49
4187073,20.02
4189315,20.49
4191561,20.49
4193808,20.49
4196057,20.49
4198303,20.02
4200549,20.02
4202793,20.02
4205038,20.49
4207326,20.02
4209571,20.49
4211817,20.49
4214063,20.02
4216310,20.49
4218555,20.49
4220799,20.49
4223045,20.49
4225293,20.49
4227540,20.49
4229787,20.02
4232032,20.49
4234280,20.49
4236526,20.02
4238771,20.49
4241016,20.02
4243303,20.49
4245549,20.49
4247795,20.02
4250044,20.02
4252292,20.49
4254538,20.49
4256784,20.49
4259031,20.49
4261277,20.49
4263524,20.49
4265772,20.02
4268019,20.02
4270267,20.49
4272512,20.02
4274760,20.02
4277008,20.49
4279296,20.02
4281545,20.49
4283796,20.02
4286045,20.49
4288293,20.49
4290541,20.02
4292789,20.49
4295037,20.49
4297284,20.49
4299533,20.02
4301783,20.49
4304033,20.49
4306283,20.49
4308533,20.02
4310779,20.49
4313030,20.02
4315323,20.02
4317572,20.49
4319822,20.49
4322073,20.02
4324322,20.02
4326567,20.02
4328820,20.49
4331070,20.02
4333324,20.49
4335575,20.49
4337825,20.02
4340072,20.02
4342322,20.49
4344571,20.49
4346822,20.49
4349074,20.02
4351368,20.49
4353618,20.02
4355867,20.49
4358116,20.49
4360367,20.49
4362615,20.49
4364865,20.49
4367116,20.49
4369370,20.49
4371623,20.49
4373873,20.49
4376126,20.02
4378378,20.49
4380631,20.02
4382883,20.49
4385135,20.49
4387425,20.02
4389674,20.49
4391927,20.49
4394177,20.02
4396429,20.49
4398681,20.02
4400930,20.49
4403181,20.49
4405430,20.49
4407685,20.02
4409938,20.49
4412191,20.49
4414446,20.49
4416699,20.49
4418949,20.49
4421200,20.02
4423487,20.49
4425738,20.02
4427991,20.49
4430245,20.02
4432496,20.02
4434749,20.49
4437001,20.49
4439259,20.02
4441510,20.49
4443765,20.49
4446020,20.49
4448273,20.49
4450529,20.49
4452785,20.49
4455039,20.02
4457291,20.49
4459581,20.49
4461831,20.02
4464085,20.02
4466340,20.02
4468596,20.49
4470850,20.49
4473104,20.49
4475357,20.49
4477612,20.02
4479866,20.49
4482121,20.49
4484377,20.49
4486630,20.49
4488911,20.02
4491146,20.49
4493382,20.49
4495658,20.49
4497896,20.49
4500133,20.49
4502368,20.49
4504599,20.49
4506831,20.49
4509066,20.02
4511298,20.02
4513536,20.02
4515781,20.49
4518019,20.02
4520257,20.02
4522493,20.02
4524732,20.49
4526969,20.49
4529206,20.49
4531486,20.02
4533721,20.02
4535957,20.02
4538193,20.49
4540425,20.49
4542658,20.49
4544894,20.49
4547130,20.49
4549366,20.49
4551600,20.02
4553837,20.49
4556072,19.55
4558307,20.96
4560542,20.49
4562779,20.49
4565017,20.02
4567292,20.49
4569527,20.49
4571765,20.02
4574002,20.49
4576235,20.49
4578472,20.49
4580712,20.49
4582951,20.02
4585190,20.02
4587435,20.49
4589675,20.02
4591915,20.49
4594154,20.49
4596393,20.02
4598632,20.02
4600872,20.49
4603151,20.49
4605391,20.49
4607627,20.02
4609864,20.02
4612100,20.49
4614337,20.02
4616574,20.02
4618815,20.49
4621054,20.49
4623296,20.49
4625536,20.49
4627772,20.49
4630008,20.02
4632243,20.49
4634485,20.49
4636723,20.49
4639006,20.49
4641247,20.49
4643487,20.49
4645723,20.49
4647963,20.49
4650200,20.49
4652439,20.49
4654680,20.02
4656921,20.02
4659162,20.49
4661401,20.02
4663638,20.02
4665878,20.49
4668115,20.02
4670357,20.02
4672597,20.49
4674879,20.49
4677120,20.02
4679358,20.49
4681599,20.02
4683842,20.49
4686080,20.02
4688320,20.02
4690562,20.49
4692808,20.02
4695049,20.49
4697290,20.49
4699530,20.49
4701771,20.02
4704015,20.49
4706259,20.02
4708503,20.49
4710786,20.02
4713025,20.49
4715264,20.49
4717501,20.49
4719741,20.49
4721984,20.02
4724228,20.49
4726472,20.49
4728714,20.49
4730957,20.02
4733196,20.02
4735440,20.02
4737681,20.49
4739924,20.49
4742168,20.49
4744412,20.49
4746696,20.02
4748934,20.02
4751177,20.02
4753420,20.49
4755663,20.49
4757906,20.49
4760149,20.02
4762395,20.02
4764641,20.49
4766882,20.49
4769124,20.49
4771364,20.49
4773606,20.02
4775851,20.49
4778094,20.49
4780341,20.02
4782626,20.02
4784865,20.49
4787106,20.49
4789348,20.02
4791592,20.49
4793836,20.49
4796080,20.02
4798324,20.49
4800570,20.49
4802814,20.02
4805056,20.49
4807301,20.49
4809549,20.02
4811793,20.02
4814040,20.49
4816285,20.02
4818569,20.49
4820814,20.02
4823057,20.02
4825299,20.02
4827546,20.02
4829792,20.49
4832038,20.96
4834288,20.49
4836530,20.02
4838774,20.49
4841022,20.02
4843268,20.49
4845515,20.49
4847762,20.49
4850010,20.49
4852261,20.49
4854547,20.02
4856794,20.49
4859039,20.49
4861285,20.49
4863531,20.49
4865778,20.49
4868028,20.49
4870279,20.02
4872530,20.02
4874778,20.02
4877031,20.49
4879279,20.02
4881534,20.49
4883783,20.49
4886030,20.49
4888283,20.49
4890566,20.49
4892814,20.49
4895057,20.49
4897303,20.02
4899551,20.02
4901797,20.02
4904045,20.49
4906293,20.49
4908539,20.49
4910789,20.49
4913035,20.02
4915282,20.02
4917532,20.49
4919781,20.02
4922030,20.49
4924276,20.49
4926564,20.02
4928809,20.49
4931058,20.02
4933304,20.49
4935551,20.02
4937800,20.49
4940048,20.02
4942295,20.49
4944541,20.02
4946788,20.02
4949037,20.02
4951286,20.49
4953537,20.02
4955786,20.49
4958033,20.02
4960279,20.02
4962567,20.49
4964817,20.49
4967065,20.49
4969314,20.49
4971566,20.49
4973817,20.49
4976066,20.49
4978315,20.49
4980566,20.49
4982815,20.02
4985066,20.02
4987316,20.02
4989567,20.49
4991819,20.02
4994067,20.02
4996316,20.49
4998604,20.49
5000854,20.02
5003105,20.49
5005356,20.49
5007606,20.49
5009858,20.49
5012107,20.02
5014356,20.49
5016609,20.49
5018858,20.49
5021109,20.49
5023361,20.02
5025614,20.49
5027862,20.02
5030112,20.49
5032361,20.02
5034654,20.49
5036906,20.02
5039158,20.02
5041410,20.49
5043660,20.02
5045910,20.49
5048163,20.49
5050413,20.02
5052662,20.02
5054914,20.02
5057167,20.02
5059417,20.02
5061671,20.02
5063924,20.02
5066176,20.02
5068427,20.02
5070719,20.02
5072973,20.49
5075224,20.49
5077477,20.49
5079732,20.49
5081982,20.02
5084231,20.02
5086485,20.49
5088740,20.49
5090993,20.49
5093249,20.02
5095502,20.02
5097757,20.49
5100008,20.02
5102261,20.49
5104514,20.49
5106808,20.49
5109063,20.02
5111322,20.02
5113575,20.49
5115829,20.49
5118083,20.02
5120337,20.49
5122589,20.02
5124840,20.02
5127095,20.02
5129350,20.49
5131606,20.49
5133857,20.49
5136112,20.02
5138368,20.02
5140622,20.49
5142917,20.49
5145200,20.02
5147432,20.49
5149666,20.49
5151899,20.02
5154136,20.49
5156371,20.49
5158604,20.02
5160838,20.02
5163070,20.49
5165310,20.49
5167547,20.02
5169782,20.02
5172021,20.49
5174255,20.49
5176489,20.02
5178765,20.49
